Licence_Number,NEB_Pipeline_Indicator,Segment_Line_Number,Licence_Line_Number,Pipeline_Licence_Segment_Id,Company_Name,BA_Code,Pipeline_Specification_Id,Segment_Length,Segment_Status,Segment_From_Facility,From_Location,Segment_To_Facility,To_Location,H2S_Release_Volume,H2S_Release_Level,H2S_Content,Pipe_Technical_Standard,Pipe_Outside_Diameter,Pipe_Type,Pipe_Wall_Thickness,Pipe_Grade,Pipe_Material,Pipe_Max_Operating_Pressure,Pipe_Stress_Level,Pipe_Joint_Method,Pipe_Internal_Protection,Field_Centre,Bidirectional_Pipeline_Ind,HDD_Bored_Ind,Liner_Grade,Liner_Type,Pipeline_External_Protection,Pipeline_Environment,Pipeline_Class_Location,Substance 1,Substance 2,Substance 3,Original_Licence_Number,Original_Pipe_Specification_Id,Original_Segment_Line_Number,Licence_Approval_Date,Original_Licence_Issue_Date,Permit_Approval_Date,Permit_Expiry_Date,Last_Occurrence_Year,Above_Ground_Pipeline
16929,N,37,16929-37,81893,Devon Canada Corporation,0K29,6,0.01,Operating,Meter Station,03-04-077-07W4,Pipeline,03-04-077-07W4,,,0, ,114.3,Z245.3,5.16,2901,Steel,2800,11,Welded,Uncoated,Bonnyville,,,,,,,,Natural Gas,,,16929,,37,1980-10-28 00:00:00,,,,1980,
16929,N,38,16929-38,81894,Devon Canada Corporation,0K29,6,0.01,Operating,Meter Station,11-05-077-07W4,Pipeline,11-05-077-07W4,,,0, ,114.3,Z245.3,5.16,2901,Steel,2800,11,Welded,Uncoated,Bonnyville,,,,,,,,Natural Gas,,,16929,,38,1980-10-28 00:00:00,,,,1980,
16929,N,39,16929-39,81895,Devon Canada Corporation,0K29,6,0.01,Operating,Meter Station,09-07-077-07W4,Pipeline,09-07-077-07W4,,,0, ,114.3,Z245.3,5.16,2901,Steel,2800,11,Welded,Uncoated,Bonnyville,,,,,,,,Natural Gas,,,16929,,39,1980-10-28 00:00:00,,,,1980,
16929,N,40,16929-40,81896,Devon Canada Corporation,0K29,6,0.01,Operating,Meter Station,03-12-077-08W4,Pipeline,03-12-077-08W4,,,0, ,114.3,Z245.3,5.16,2901,Steel,2800,11,Welded,Uncoated,Bonnyville,,,,,,,,Natural Gas,,,16929,,40,1980-10-28 00:00:00,,,,1980,
14763,N,45,14763-45,322329,NOVA Chemicals Corporation,0HD3,4,0.23,Removed,Blind End,02-16-053-23W4,Blind End,01-16-053-23W4,,,0,Z662,323.9,Z245.5,6.93,3862,Steel,9930,60,Welded,Uncoated,Red Deer,,,,,,Creek Crossing,,Ethylene,,,14763,,30,1980-07-29 00:00:00,,2013-10-16 15:05:00,,1980,
14763,N,47,14763-47,322331,NOVA Chemicals Corporation,0HD3,4,0.54,Removed,Blind End,01-16-053-23W4,Blind End,05-15-053-23W4,,,0,Z662,323.9,Z245.5,6.93,3862,Steel,9930,60,Welded,Uncoated,Red Deer,,,,,,,,Ethylene,,,14763,,30,1980-07-29 00:00:00,,2013-10-16 15:05:00,,1980,
1431,N,2,1431-2,322181,Pembina Pipeline Corporation,0205,1,0.85,Removed,Blind End,10-19-047-07W5,Blind End,15-19-047-07W5,,,0,Z662,88.9,5L,4.78,A,Steel,0,0,Welded,Uncoated,Drayton Valley,,,,,,,,Crude Oil,,,1431,,1,2007-09-24 00:00:00,,2013-12-11 15:57:00,,1971,
17518,N,7,17518-7,85534,NEP Canada ULC,A637,2,0.03,Abandoned,Blind End,07-19-050-26W4,Blind End,07-19-050-26W4,,,4,Z662,88.9,UUUUUU,5.49,UUUU,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Oil-Well Effluent,,,17518,,7,,1997-03-31 00:00:00,1997-03-31 00:00:00,1997-09-30 00:00:00,1948,
15287,N,16,15287-16,71296,Taku Gas Limited,0NG8,6,0.02,Operating,Well,08-29-050-05W4,Pipeline,08-29-050-05W4,,,0,Z662,88.9,Z245.1,3.18,2901,Steel,3450,17,Zap-Lok,Yes,Wainwright,,,,,,,,Oil-Well Effluent,,,15287,,16,1987-01-27 00:00:00,1978-10-13 00:00:00,1978-10-13 00:00:00,1979-10-13 00:00:00,1979,
15287,N,32,15287-32,71309,Taku Gas Limited,0NG8,10,0.02,Operating,Well,12-20-050-05W4,Pipeline,12-20-050-05W4,,,0,Z662,88.9,Z245.1,3.2,2901,Steel,3450,17,Zap-Lok,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,15287,,32,1991-10-07 00:00:00,1978-10-13 00:00:00,2009-01-23 00:00:00,2009-01-23 00:00:00,1979,
16645,N,29,16645-29,335228,NEP Canada ULC,A637,1,0.05,Removed,Blind End,12-04-051-26W4,Blind End,12-04-051-26W4,,,0.1,Z662,60.3,UUUUUU,3.91,UUUU,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Oil-Well Effluent,,,16645,,9,,1997-04-17 00:00:00,2016-08-31 15:32:00,1997-10-17 00:00:00,1979,
16645,N,30,16645-30,335229,NEP Canada ULC,A637,7,0.06,Removed,Blind End,12-04-051-26W4,Blind End,12-04-051-26W4,,,0.1,Z662,88.9,UUUUUU,9.99,UUUU,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Oil-Well Effluent,,,16645,,10,,1997-04-17 00:00:00,2016-08-31 15:32:00,1997-10-17 00:00:00,1979,
14768,N,1,14768-1,69354,ATCO Gas And Pipelines Ltd.,0144,2,0.3,Removed,Pipeline,02-02-042-26W4,Pipeline,02-02-042-26W4,,,0,Z662,60.3,Z245.3,2.77,2901,Steel,4830,18,Welded,Uncoated,Red Deer,,,,,,,,Natural Gas,,,14768,,1,1984-05-31 00:00:00,,2010-09-23 13:44:00,,1979,
14768,N,2,14768-2,69355,ATCO Gas And Pipelines Ltd.,0144,1,0.02,Operating,Pipeline,16-35-041-26W4,Regulator Station,16-35-041-26W4,,,0,Z662,26.7,Z245.3,2.87,1721,Steel,4830,13,Welded,Uncoated,Red Deer,,,,,,,,Natural Gas,,,14768,,2,1984-05-31 00:00:00,,,,1979,
14768,N,3,14768-3,69356,ATCO Gas And Pipelines Ltd.,0144,1,0.03,Operating,Pipeline,02-14-041-26W4,Regulator Station,02-14-041-26W4,,,0,Z662,26.7,Z245.3,2.87,1721,Steel,4830,13,Welded,Uncoated,Red Deer,,,,,,,,Natural Gas,,,14768,,3,1984-05-31 00:00:00,,,,1980,
14894,N,2,14894-2,69710,NAL Resources Limited,0TM9,4,0.3,Removed,Blind End,12-03-037-06W5,Blind End,12-03-037-06W5,,,0,Z662,114.3,5L,3.18,B,Steel,0,0,Welded,Uncoated,Red Deer,,,,,,River Crossing,,Oil-Well Effluent,,,14894,,2,1978-07-27 00:00:00,,2014-03-17 14:20:00,,1978,
16635,N,7,16635-7,79299,Obsidian Energy Ltd.,0BP8,1,0.08,Removed,Blind End,03-18-048-09W5,Blind End,02-18-048-09W5,,,0,Z662,88.9,5L,5.49,B,Steel,0,0,Welded,Uncoated,Drayton Valley,,,,,,River Crossing,,Oil-Well Effluent,,,16635,,7,2001-01-04 00:00:00,,2014-07-03 14:27:00,,1956,
16478,N,9,16478-9,78312,Enerplus Corporation,A5RD,5,0.01,Operating,Pipeline,08-33-048-21W4,Satellite,08-33-048-21W4,,,0,Z662,88.9,A106,5.49,B,Steel,3450,12,Welded,Uncoated,Edmonton,,,,,,,,Oil-Well Effluent,,,16478,,9,1983-07-25 00:00:00,,,,1983,
16478,N,11,16478-11,78314,Enerplus Corporation,A5RD,5,0.01,Operating,Pipeline,08-33-048-21W4,Satellite,08-33-048-21W4,,,0,Z662,88.9,A106,5.49,B,Steel,3450,12,Welded,Uncoated,Edmonton,,,,,,,,Oil-Well Effluent,,,16478,,11,1983-07-25 00:00:00,,,,1983,
16478,N,14,16478-14,78316,Enerplus Corporation,A5RD,4,0.01,Abandoned,Blind End,08-33-048-21W4,Blind End,08-33-048-21W4,,,0,Z662,88.9,A106,5.49,B,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Oil-Well Effluent,,,16478,,14,2010-01-07 00:00:00,,,,1983,
17178,N,10,17178-10,83159,Repsol Oil & Gas Canada Inc.,0039,3,0.02,Removed,Blind End,03-02-043-02W4,Blind End,03-02-043-02W4,,,5, ,61.9,CIBA,2.54,512,Fibreglass,0,,Pronto Lock,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,17178,,10,2005-02-02 00:00:00,,2015-02-05 15:10:00,,1987,
12757,N,3,12757-3,60304,Canadian Natural Resources Limited,0HE9,1,0.03,Operating,Well,08-21-022-04W4,Pipeline,08-21-022-04W4,,,0,Z184,60.3,5LX,2.11,X42,Steel,1900,9,Zap-Lok,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,12757,,3,1978-02-03 00:00:00,,,,1978,
13387,N,3,13387-3,62307,Canadian Natural Resources Limited,0HE9,1,0.02,Operating,Pipeline,09-26-059-09W5,Gas Processing Plant,09-26-059-09W5,,,3.5,Z662,114.3,Z245.3,8.56,2903,Steel,9720,22,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,13387,,3,1978-05-30 00:00:00,,,,1978,
10831,N,204,10831-204,50297,Canadian Natural Resources Limited,0HE9,12,0.03,Operating,Well,06-15-018-10W4,Pipeline,06-15-018-10W4,,,0,Z662,88.9,Z245.1,3.2,2901,Steel,4960,24,Welded,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,10831,,204,1995-07-04 00:00:00,1995-01-04 00:00:00,1995-01-04 00:00:00,1995-07-04 00:00:00,1995,
20741,N,6,20741-6,106854,Husky Oil Operations Limited,0R46,2,0.03,Operating,Well,11-09-106-03W6,Pipeline,11-09-106-03W6,,,0,Z662,88.9,Z245.3,3.18,2901,Steel,2080,10,Welded,Uncoated,Grande Prairie,,,,,,,,Natural Gas,,,20741,,6,2006-06-21 00:00:00,,,,1984,
17178,N,11,17178-11,330037,Repsol Oil & Gas Canada Inc.,0039,3,0.11,Removed,Blind End,03-02-043-02W4,Blind End,03-02-043-02W4,,,5, ,61.9,CIBA,2.54,512,Fibreglass,0,,Pronto Lock,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,17178,,2,2005-02-02 00:00:00,,2015-01-27 10:15:00,,1980,
17178,N,14,17178-14,330040,Repsol Oil & Gas Canada Inc.,0039,4,0.11,Removed,Blind End,03-02-043-02W4,Blind End,03-02-043-02W4,,,5, ,88.9,5LX,3.2,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,17178,,7,,1986-05-26 00:00:00,2015-01-27 10:15:00,2001-10-29 00:00:00,1986,
29128,N,79,29128-79,316055,Karve Energy Inc.,A7BT,5,0.2,Removed,Blind End,07-10-038-14W4,Blind End,02-10-038-14W4,,,0, ,88.9,Z245.1,4,2901,Steel,0,0,Zap-Lok,Uncoated,Wainwright,,,,,,,,Natural Gas,,,,,,,,2012-08-23 08:03:00,2007-01-10 00:00:00,2006,
17575,N,3,17575-3,85867,Surge Energy Inc.,0YK4,2,0.01,Operating,Pipeline,01-05-047-05W4,Battery,01-05-047-05W4,,,0,,88.9,5LX,5.49,X42,Steel,4140,12,Welded,Uncoated,Wainwright,,,,,,,,Fuel Gas,,,17575,,3,1980-06-25 00:00:00,1979-11-30 00:00:00,1979-11-30 00:00:00,1980-11-30 00:00:00,1980,
17638,N,2,17638-2,86070,Signalta Resources Limited,0R89,4,0.01,Operating,Well,13-14-042-16W4,Compressor Station,13-14-042-16W4,,,7.5,Z662,114.3,5LX,2.77,X42,Steel,7580,54,Zap-Lok,Uncoated,Wainwright,,,,,,,,Natural Gas,,,17638,,2,1980-06-11 00:00:00,,,,1980,
17638,N,7,17638-7,86073,Signalta Resources Limited,0R89,14,0.01,Abandoned,Blind End,04-15-042-16W4,Blind End,04-15-042-16W4,,,7.5,Z662,114.3,A53,6.02,B,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Natural Gas,,,17638,,7,,,1999-07-04 00:00:00,2000-01-04 00:00:00,1980,
17638,N,17,17638-17,86076,Signalta Resources Limited,0R89,2,0.01,Abandoned,Blind End,02-19-042-15W4,Blind End,02-19-042-15W4,,,7.5,Z662,88.9,A53,5.49,B,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Natural Gas,,,17638,,17,,,1999-07-04 00:00:00,2000-01-04 00:00:00,1981,
17638,N,22,17638-22,86078,Signalta Resources Limited,0R89,1,0.01,Abandoned,Blind End,02-19-042-15W4,Blind End,02-19-042-15W4,,,7.5,Z662,60.3,A53,3.91,B,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Natural Gas,,,17638,,22,,,1999-07-04 00:00:00,2000-01-04 00:00:00,1981,
17638,N,27,17638-27,86080,Signalta Resources Limited,0R89,3,0.01,Abandoned,Blind End,14-11-042-16W4,Blind End,14-11-042-16W4,,,7.5,Z662,114.3,5LX,2.77,X42,Steel,0,0,Zap-Lok,Uncoated,Wainwright,,,,,,,,Natural Gas,,,17638,,27,1982-01-12 00:00:00,,2009-10-02 00:00:00,2009-10-02 00:00:00,1982,
17638,N,29,17638-29,86082,Signalta Resources Limited,0R89,1,0.01,Abandoned,Blind End,01-13-042-16W4,Blind End,01-13-042-16W4,,,7.5,Z662,60.3,A53,3.91,B,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Natural Gas,,,17638,,29,,,1999-07-04 00:00:00,2000-01-04 00:00:00,1982,
13850,N,6,13850-6,327173,Obsidian Energy Ltd.,0BP8,2,0.51,Removed,Blind End,08-25-049-09W5,Blind End,09-25-049-09W5,,,0,Z183,88.9,5L,5.49,B,Steel,0,0,Welded,Uncoated,Drayton Valley,,,,,,,,Oil-Well Effluent,,,13850,,2,1993-12-21 00:00:00,,2014-08-19 13:58:00,,1977,
14207,N,18,14207-18,66366,Conserve Oil 8th Corporation,A75F,10,0.02,Abandoned,Blind End,11-11-039-27W4,Blind End,11-11-039-27W4,,,80,Z662,88.9,UUUUUU,5.49,UUUU,Steel,0,0,Welded,Uncoated,Red Deer,,,,,,,,Oil-Well Effluent,,,14207,,18,2004-08-30 00:00:00,,,,1990,
26994,N,13,26994-13,140738,Paramount Resources Ltd.,0AW4,7,0.3,Removed,Blind End,15-17-117-03W6,Blind End,16-17-117-03W6,,,100, ,114.3,Z245.1,4,2901,Steel,0,0,Welded,Uncoated,Grande Prairie,,,,,,,,Oil-Well Effluent,,,26994,,13,1994-05-26 00:00:00,1994-02-25 00:00:00,2015-01-08 15:19:00,2005-12-15 00:00:00,1994,
26994,N,16,26994-16,140740,Paramount Resources Ltd.,0AW4,1,0.06,Removed,Blind End,07-20-117-03W6,Blind End,07-20-117-03W6,,,100, ,88.9,Z245.1,3.2,2901,Steel,0,0,Welded,Uncoated,Grande Prairie,,,,,,,,Oil-Well Effluent,,,26994,,16,,1996-03-12 00:00:00,2015-01-08 15:19:00,1996-09-07 00:00:00,1996,
17759,N,5,17759-5,86499,Steelhead Petroleum Ltd.,A7J2,1,0.01,Abandoned,Blind End,10-20-035-10W4,Blind End,10-20-035-10W4,,,0, ,60.3,5LX,3.18,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,17759,,5,1995-09-01 00:00:00,,,,1959,
13193,N,2,13193-2,61596,Baytex Energy Ltd.,0RL9,2,0.01,Removed,Blind End,10-09-011-19W4,Blind End,10-09-011-19W4,,,0,,60.3,5LX,3.91,42,Steel,0,0,Welded,Uncoated,Unknown,,,,,,,,Natural Gas,,,13193,,2,1979-10-24 00:00:00,,2017-09-25 14:37:00,,1979,
16698,N,2,16698-2,79785,Canadian Natural Resources Limited,0HE9,2,0.01,Abandoned,Blind End,01-24-050-01W4,Blind End,01-24-050-01W4,,,0,Z662,88.9,5LX,2.77,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,16698,,2,1979-07-11 00:00:00,,2005-04-26 00:00:00,2005-04-26 00:00:00,1974,
14333,N,24,14333-24,317456,Accel Canada Holdings Limited,A7ND,1,0.01,Removed,Blind End,16-15-057-21W4,Blind End,16-15-057-21W4,,,13.1,Z662,114.3,5L,4.78,A,Steel,0,,Welded,Free Standing,Edmonton,,,,,,River Crossing,,Oil-Well Effluent,,,14333,,7,,,2012-11-16 14:03:00,2002-05-01 00:00:00,1985,
12457,N,5,12457-5,58701,Canadian Natural Resources Limited,0HE9,3,0.02,Abandoned,Blind End,11-19-067-10W5,Blind End,11-19-067-10W5,,,2.1,Z662,114.3,5LX,3.96,X42,Steel,0,0,Thru-Kote Welded,Thin Film,Edmonton,,,,,,,,Oil-Well Effluent,,,12457,,5,2009-09-24 00:00:00,,,,1988,
16299,N,22,16299-22,77408,Cardinal Energy Ltd.,A6A7,4,0.03,Abandoned,Blind End,06-24-048-09W4,Blind End,06-24-048-09W4,,,0, ,88.9,5LX,3.96,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,16299,,22,1979-09-11 00:00:00,,2017-12-01 16:43:13,,1979,
10831,N,212,10831-212,50305,Canadian Natural Resources Limited,0HE9,12,0.04,Operating,Well,08-22-018-10W4,Pipeline,08-22-018-10W4,,,0,Z662,88.9,Z245.1,3.2,2901,Steel,4960,24,Welded,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,10831,,212,1995-07-04 00:00:00,1995-01-04 00:00:00,1995-01-04 00:00:00,1995-07-04 00:00:00,1995,
10831,N,213,10831-213,50306,Canadian Natural Resources Limited,0HE9,12,0.04,Operating,Well,08-23-018-10W4,Pipeline,08-23-018-10W4,,,0,Z662,88.9,Z245.1,3.2,2901,Steel,4960,24,Welded,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,10831,,213,1995-07-04 00:00:00,1995-01-04 00:00:00,1995-01-04 00:00:00,1995-07-04 00:00:00,1995,
10831,N,215,10831-215,50308,Canadian Natural Resources Limited,0HE9,12,0.04,Operating,Well,08-27-018-10W4,Pipeline,07-27-018-10W4,,,0,Z662,88.9,Z245.1,3.2,2901,Steel,4960,24,Welded,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,10831,,215,1995-07-04 00:00:00,1995-01-04 00:00:00,1995-01-04 00:00:00,1995-07-04 00:00:00,1995,
10831,N,217,10831-217,50310,Canadian Natural Resources Limited,0HE9,12,0.04,Operating,Well,08-28-018-10W4,Pipeline,08-28-018-10W4,,,0,Z662,88.9,Z245.1,3.2,2901,Steel,4960,24,Welded,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,10831,,217,1995-07-04 00:00:00,1995-01-04 00:00:00,1995-01-04 00:00:00,1995-07-04 00:00:00,1995,
32749,N,200,32749-200,256481,Peyto Exploration & Development Corp.,0YA2,17,0.04,Operating,Gas Processing Plant,10-21-055-20W5,Meter Station,11-21-055-20W5,,,0, ,168.3,Z245.1,4,3591,Steel,9930,58,Welded,Uncoated,Drayton Valley,,,,,,,,Natural Gas,,,32749,,200,2007-08-09 00:00:00,2006-08-09 00:00:00,2006-08-09 00:00:00,2007-08-09 00:00:00,2007,
18500,N,107,18500-107,325875,Pembina Pipeline Corporation,0205,28,0.18,Removed,Blind End,09-10-070-08W6,Blind End,09-10-070-08W6,,,0,Z662,323.9,Z245.1,9.5,3592,Steel,0,0,Welded,Uncoated,Grande Prairie,,,,,,,,Liquid Ethane,Condensate,Crude Oil,18500,22,107,,2014-05-29 13:27:00,2015-04-20 16:32:00,2014-10-31 00:00:00,2014,Surfce Line Crossing
15659,N,1,15659-1,73517,Husky Oil Operations Limited,0R46,1,0.02,Operating,Pipeline,04-28-058-25W4,Compressor Station,04-28-058-25W4,,,0,,168.3,A106,7.11,B,Steel,1900,9,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,15659,,1,1979-11-29 00:00:00,,,,1979,
16427,N,3,16427-3,78080,Bridges Energy Inc.,0FK2,1,0.07,Removed,Blind End,02-16-054-17W5,Blind End,02-16-054-17W5,,,0,Z183,60.3,5LX,3.9,X42,Steel,0,0,Welded,Uncoated,Drayton Valley,,,,,,,,Oil-Well Effluent,,,16427,,3,1996-08-20 00:00:00,,2012-11-15 09:40:00,,1968,
16427,N,5,16427-5,78081,Bridges Energy Inc.,0FK2,1,0.11,Removed,Blind End,02-16-054-17W5,Blind End,02-16-054-17W5,,,0,Z183,60.3,5LX,3.9,X42,Steel,0,0,Welded,Uncoated,Drayton Valley,,,,,,,,Oil-Well Effluent,,,16427,,5,1995-02-02 00:00:00,,2012-11-16 15:44:00,,1968,
20741,N,8,20741-8,106856,Husky Oil Operations Limited,0R46,2,0.03,Operating,Well,10-26-105-03W6,Pipeline,10-26-105-03W6,,,0,Z662,88.9,Z245.3,3.18,2901,Steel,2080,10,Welded,Uncoated,Grande Prairie,,,,,,,,Natural Gas,,,20741,,8,2006-06-21 00:00:00,,,,1984,
28007,N,3,28007-3,146341,Tidewater Midstream and Infrastructure Ltd.,A74Y,1,0.03,Operating,Well,15-34-079-25W4,Satellite,15-34-079-25W4,,,0.4,Z662,88.9,Z245.1,3.2,2901,Steel,5110,24,Welded,Uncoated,Slave Lake,,,,,,,,Natural Gas,,,28007,,3,1995-09-05 00:00:00,1995-05-03 00:00:00,1995-05-03 00:00:00,1995-09-02 00:00:00,1995,
16968,N,2,16968-2,324057,NOVA Chemicals Corporation,0HD3,1,0.16,Removed,Blind End,15-08-053-23W4,Blind End,15-08-053-23W4,,,0,Z662,114.3,Z245.1,3.96,2902,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,HVP Products,,,16968,,1,,,2014-01-27 14:19:00,2002-08-06 00:00:00,1980,
16968,N,4,16968-4,324059,NOVA Chemicals Corporation,0HD3,1,0.3,Removed,Blind End,14-08-053-23W4,Blind End,03-17-053-23W4,,,0,Z662,114.3,Z245.1,3.96,2902,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,HVP Products,,,16968,,1,,,2014-01-27 14:19:00,2002-08-06 00:00:00,1980,
20836,N,2,20836-2,107501,Enerplus Corporation,A5RD,1,0.36,Removed,Blind End,02-11-066-16W5,Blind End,01-11-066-16W5,,,71.7,Z662,88.9,Z245.1,4.78,2901,Steel,0,0,Welded,Uncoated,Unknown,,,,,,,,Oil-Well Effluent,,,20836,,2,2006-12-07 00:00:00,,2013-02-27 13:22:00,,1984,
16603,N,2,16603-2,79041,NEO Exploration Inc.,A1JJ,2,0.01,Operating,Well,12-01-030-01W5,Battery,12-01-030-01W5,,,0,Z183,60.3,5LX,3.18,X42,Steel,3450,11,Welded,Uncoated,Red Deer,,,,,,,,Oil-Well Effluent,,,16603,,2,1981-08-27 00:00:00,,,,1981,
18839,N,8,18839-8,92480,Canadian Natural Resources Limited,0HE9,1,0.01,Operating,Well,06-27-057-18W4,Pipeline,06-27-057-18W4,,,0,0,114.3,Z245.3,3.18,2901,Steel,4960,31,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,18839,,8,1981-08-18 00:00:00,,,,1981,
16834,N,3,16834-3,81188,Canadian Natural Resources Limited,0HE9,2,0.01,Abandoned,Blind End,03-32-045-21W4,Blind End,03-32-045-21W4,,,0,Z662,88.9,Z245.3,4.8,2902,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Oil-Well Effluent,,,16834,,3,1996-03-14 00:00:00,,,,1980,
14763,N,51,14763-51,337263,NOVA Chemicals Corporation,0HD3,8,0.13,Removed,Blind End,14-36-055-22W4,Blind End,14-36-055-22W4,,,0,Z662,219.1,Z245.1,6.4,3592,Steel,0,0,Welded,Uncoated,Red Deer,,,,,,,,Ethylene,,,14763,7,42,2013-02-16 00:00:00,2012-02-16 12:24:00,2017-03-06 18:38:00,2013-02-16 00:00:00,2012,
15287,N,39,15287-39,71314,Taku Gas Limited,0NG8,6,0.02,Operating,Well,16-20-050-05W4,Battery,16-20-050-05W4,,,0,Z662,88.9,Z245.1,3.18,2901,Steel,3450,17,Zap-Lok,Yes,Wainwright,,,,,,,,Oil-Well Effluent,,,15287,,39,1987-01-27 00:00:00,1978-10-13 00:00:00,1978-10-13 00:00:00,1979-10-13 00:00:00,1979,
15889,N,3,15889-3,75080,Obsidian Energy Ltd.,0BP8,1,0.02,Operating,Pipeline,13-09-052-08W5,Battery,13-09-052-08W5,,,0,Z662,88.9,Z245.3,4.78,2902,Steel,9650,31,Welded,Uncoated,Drayton Valley,,,,,,,,Oil-Well Effluent,,,15889,,3,1980-04-03 00:00:00,,,,1979,
15889,N,6,15889-6,75082,Obsidian Energy Ltd.,0BP8,2,0.02,Discontinued,Blind End,13-09-052-08W5,Blind End,13-09-052-08W5,,,0,Z662,114.3,Z245.3,5.56,2902,Steel,0,0,Welded,Uncoated,Drayton Valley,,,,,,,,Oil-Well Effluent,,,15889,,6,2004-07-14 00:00:00,,,,1979,
19976,N,448,19976-448,101672,Harvest Operations Corp.,0Z0H,24,0.01,Abandoned,Blind End,15-28-041-12W4,Blind End,15-28-041-12W4,,,52.6,Z662,88.9,5LX,3.96,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,19976,,448,1996-07-24 00:00:00,,,,1995,
19976,N,449,19976-449,101673,Harvest Operations Corp.,0Z0H,22,0.01,Abandoned,Blind End,09-28-041-12W4,Blind End,09-28-041-12W4,,,52.6,Z662,88.9,5L,3.96,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,19976,,449,1996-07-24 00:00:00,,,,1995,
19976,N,456,19976-456,101676,Harvest Operations Corp.,0Z0H,28,0.02,Abandoned,Blind End,11-27-041-12W4,Blind End,11-27-041-12W4,,,52.6,Z662,88.9,5LX,4.78,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,19976,,456,1996-07-24 00:00:00,,,,1995,
19976,N,458,19976-458,101678,Harvest Operations Corp.,0Z0H,28,0.02,Abandoned,Blind End,11-27-041-12W4,Blind End,11-27-041-12W4,,,52.6,Z662,88.9,5LX,4.78,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,19976,,458,1996-07-24 00:00:00,,,,1995,
19976,N,460,19976-460,101680,Harvest Operations Corp.,0Z0H,28,0.02,Abandoned,Blind End,11-27-041-12W4,Blind End,11-27-041-12W4,,,52.6,Z662,88.9,5LX,4.78,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,19976,,460,1996-07-24 00:00:00,,,,1995,
19976,N,462,19976-462,101682,Harvest Operations Corp.,0Z0H,28,0.02,Abandoned,Blind End,11-27-041-12W4,Blind End,11-27-041-12W4,,,52.6,Z662,88.9,5LX,4.78,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,19976,,462,1996-07-24 00:00:00,,,,1995,
19976,N,464,19976-464,101684,Harvest Operations Corp.,0Z0H,28,0.01,Abandoned,Blind End,11-27-041-12W4,Blind End,11-27-041-12W4,,,52.6,Z662,88.9,5LX,4.78,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,19976,,464,1996-07-24 00:00:00,,,,1995,
30352,N,3,30352-3,333346,Paramount Resources Ltd.,0AW4,2,0.8,Removed,Blind End,16-25-058-16W4,Blind End,08-25-058-16W4,,,0,Z662,114.3,Z245.1,3.2,2901,Steel,0,0,Welded,Uncoated,Bonnyville,,,,,,,,Natural Gas,,,,,,,,2016-01-06 15:36:00,2002-06-19 00:00:00,2002,
15362,N,8,15362-8,71951,Conserve Oil 8th Corporation,A75F,4,0.1,Removed,Blind End,04-30-038-26W4,Blind End,01-25-038-27W4,,,140,Z662,88.9,UUUUUU,6.44,UUUU,Steel,0,0,Welded,Uncoated,Red Deer,,,,,,,,Oil-Well Effluent,,,15362,,8,2005-08-26 00:00:00,,2010-08-06 16:04:00,,1960,
